cis,nom_commercial,dci,atc
62947013,"AMINOPLASMAL 25, solution pour perfusion",ACIDE ASPARTIQUE; ACIDE GLUTAMIQUE; ACÉTYLCYSTÉINE; ALANINE; ARGININE; GLYCINE; HISTIDINE; ISOLEUCINE; LEUCINE; LYSINE MONOHYDRATÉE; MÉTHIONINE; PHÉNYLALANINE; PROLINE; SÉRINE; THRÉONINE; TRYPTOPHANE L; TYROSINE; VALINE,
63183821,"AMINOPLASMAL 8, solution pour perfusion",ACIDE ASPARTIQUE; ACIDE GLUTAMIQUE; ACÉTATE DE LYSINE; ALANINE; ARGININE; GLYCINE; HISTIDINE; ISOLEUCINE; LEUCINE; LYSINE MONOHYDRATÉE; MÉTHIONINE; PHÉNYLALANINE; PROLINE; SÉRINE; THRÉONINE; TRYPTOPHANE L; TYROSINE; VALINE,
64743130,"AMINOSTAB, solution injectable pour perfusion en flacon",ALANINE; ARGININE; ASPARTIQUE (ACIDE); CYSTÉINE; GLUTAMIQUE (ACIDE); GLYCINE; HISTIDINE; ISOLEUCINE; L-CYSTINE; LEUCINE; LYSINE (ACÉTATE DE); MÉTHIONINE; PHÉNYLALANINE; PROLINE; SÉRINE; THRÉONINE; TRYPTOPHANE L; TYROSINE; VALINE,
61960303,"AMINOVEN 10 POUR CENT, solution pour perfusion",ACÉTATE DE LYSINE; ALANINE; ARGININE; GLYCINE; HISTIDINE; ISOLEUCINE; LEUCINE; MÉTHIONINE; PHÉNYLALANINE; PROLINE; SÉRINE; TAURINE; THRÉONINE; TRYPTOPHANE L; TYROSINE; VALINE,
69667989,"AMINOVEN 5 POUR CENT, solution pour perfusion",ACÉTATE DE LYSINE; ALANINE; ARGININE; GLYCINE; HISTIDINE; ISOLEUCINE; LEUCINE; MÉTHIONINE; PHÉNYLALANINE; PROLINE; SÉRINE; TAURINE; THRÉONINE; TRYPTOPHANE L; TYROSINE; VALINE,
69364999,"AMIODARONE ALMUS 200 mg, comprimé sécable",CHLORHYDRATE D'AMIODARONE,C01BD01
60514006,"AMIODARONE ARROW 200 mg, comprimé sécable",CHLORHYDRATE D'AMIODARONE,
61270633,"AMIODARONE ARROW LAB 200 mg, comprimé sécable",CHLORHYDRATE D'AMIODARONE,C01BD01
67745624,"AMIODARONE BIOGARAN 200 mg, comprimé sécable",CHLORHYDRATE D'AMIODARONE,C01BD01
65865831,"AMIODARONE CRISTERS 200 mg, comprimé sécable",CHLORHYDRATE D'AMIODARONE,C01BD01
64820751,"AMIODARONE EG 200 mg, comprimé sécable",CHLORHYDRATE D'AMIODARONE,C01BD01
60177044,"AMIODARONE SUN 200 mg, comprimé sécable",CHLORHYDRATE D'AMIODARONE,
60932824,"AMIODARONE TEVA 200 mg, comprimé sécable",CHLORHYDRATE D'AMIODARONE,C01BD01
60441622,"AMIODARONE VIATRIS 200 mg, comprimé sécable",CHLORHYDRATE D'AMIODARONE,C01BD01
62703614,"AMIODARONE ZENTIVA 200 mg, comprimé sécable",CHLORHYDRATE D'AMIODARONE,C01BD01
63527336,"AMIRIOX 0,3 mg/mL, collyre en solution",BIMATOPROST,
63479902,"AMISULPRIDE ARROW 100 mg, comprimé sécable",AMISULPRIDE,
62440939,"AMISULPRIDE ARROW 200 mg, comprimé sécable",AMISULPRIDE,
67740449,"AMISULPRIDE ARROW 400 mg, comprimé pelliculé sécable",AMISULPRIDE,
67781613,"AMISULPRIDE ARROW LAB 100 mg, comprimé sécable",AMISULPRIDE,N05AL05
60726849,"AMISULPRIDE ARROW LAB 200 mg, comprimé sécable",AMISULPRIDE,N05AL05
69802682,"AMISULPRIDE ARROW LAB 400 mg, comprimé pelliculé sécable",AMISULPRIDE,N05AL05
65708666,"AMISULPRIDE BIOGARAN 100 mg, comprimé sécable",AMISULPRIDE,N05AL05
66153235,"AMISULPRIDE BIOGARAN 200 mg, comprimé sécable",AMISULPRIDE,N05AL05
62968840,"AMISULPRIDE BIOGARAN 400 mg, comprimé pelliculé sécable",AMISULPRIDE,N05AL05
61491560,"AMISULPRIDE CRISTERS PHARMA 100 mg, comprimé",AMISULPRIDE,
67128295,"AMISULPRIDE CRISTERS PHARMA 200 mg, comprimé sécable",AMISULPRIDE,
60783622,"AMISULPRIDE CRISTERS PHARMA 400 mg, comprimé sécable",AMISULPRIDE,
63724643,"AMISULPRIDE EG 100 mg, comprimé sécable",AMISULPRIDE,N05AL05
68135556,"AMISULPRIDE EG 200 mg, comprimé sécable",AMISULPRIDE,N05AL05
67396934,"AMISULPRIDE EG 400 mg, comprimé pelliculé sécable",AMISULPRIDE,N05AL05
66567617,"AMISULPRIDE MYLAN 100 mg, comprimé sécable",AMISULPRIDE,
65839434,"AMISULPRIDE MYLAN 200 mg, comprimé sécable",AMISULPRIDE,
60517664,"AMISULPRIDE SANDOZ 100 mg, comprimé sécable",AMISULPRIDE,N05AL05
61782861,"AMISULPRIDE SANDOZ 200 mg, comprimé sécable",AMISULPRIDE,N05AL05
65315136,"AMISULPRIDE STRAGEN 100 mg/mL, solution buvable",AMISULPRIDE,N05AL05
61591023,"AMISULPRIDE TEVA 100 mg, comprimé sécable",AMISULPRIDE,N05AL05
62158911,"AMISULPRIDE TEVA 200 mg, comprimé sécable",AMISULPRIDE,N05AL05
61484459,"AMISULPRIDE TEVA 400 mg, comprimé pelliculé sécable",AMISULPRIDE,N05AL05
63490375,"AMISULPRIDE VIATRIS 100 mg, comprimé sécable",AMISULPRIDE,N05AL05
67781741,"AMISULPRIDE VIATRIS 200 mg, comprimé sécable",AMISULPRIDE,N05AL05
60600156,"AMISULPRIDE VIATRIS 400 mg, comprimé pelliculé sécable",AMISULPRIDE,N05AL05
62932591,"AMISULPRIDE ZENTIVA 100 mg, comprimé sécable",AMISULPRIDE,N05AL05
64479008,"AMISULPRIDE ZENTIVA 200 mg, comprimé sécable",AMISULPRIDE,N05AL05
68777767,"AMISULPRIDE ZENTIVA 400 mg, comprimé pelliculé sécable",AMISULPRIDE,
67100659,"AMITRIPTYLINE BIOGARAN 40 mg/mL, solution buvable en gouttes",CHLORHYDRATE D'AMITRIPTYLINE,
60082938,"AMITRIPTYLINE SUBSTIPHARM 40 mg/mL, solution buvable en gouttes",CHLORHYDRATE D'AMITRIPTYLINE,
69622809,"AMLODIPINE ALMUS 10 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
62042102,"AMLODIPINE ALMUS 5 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
62514791,"AMLODIPINE ARROW 10 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
66340498,"AMLODIPINE ARROW 5 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
68546034,"AMLODIPINE ARROW GENERIQUES 10 mg, gélule",BÉSILATE D'AMLODIPINE,
66320225,"AMLODIPINE ARROW GENERIQUES 5 mg, gélule",BÉSILATE D'AMLODIPINE,
68158195,"AMLODIPINE BIOGARAN 10 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
65728601,"AMLODIPINE BIOGARAN 5 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
64891741,"AMLODIPINE CRISTERS 10 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
69735867,"AMLODIPINE CRISTERS 5 mg, gélule",BÉSILATE D'AMLODIPINE,
69923011,"AMLODIPINE EG 10 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
63811710,"AMLODIPINE EG 5 mg, gélule",AMLODIPINE (BÉSILATE D'),C08CA01
68688222,"AMLODIPINE EVOLUGEN PHARMA 10 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
68329212,"AMLODIPINE EVOLUGEN PHARMA 5 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
68841796,"AMLODIPINE KRKA D.D 10 mg, comprimé",BÉSILATE D'AMLODIPINE,C08CA01
68141192,"AMLODIPINE KRKA D.D 5 mg, comprimé sécable",BÉSILATE D'AMLODIPINE,C08CA01
68096904,"AMLODIPINE SANDOZ 10 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
65681660,"AMLODIPINE SANDOZ 5 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
65556347,"AMLODIPINE SUN 10 mg, gélule",AMLODIPINE (BÉSILATE D'),
65157330,"AMLODIPINE SUN 5 mg, gélule",BÉSILATE D'AMLODIPINE,
69066650,"AMLODIPINE TEVA 10 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
68653367,"AMLODIPINE TEVA 5 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
63657486,"AMLODIPINE VIATRIS 10 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
65254879,"AMLODIPINE VIATRIS 5 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
63436445,"AMLODIPINE VIATRIS GENERIQUES 10 mg, gélule",AMLODIPINE (BÉSILATE D'),
62204255,"AMLODIPINE VIATRIS GENERIQUES 5 mg, gélule",AMLODIPINE (BÉSILATE D'),
62920265,"AMLODIPINE ZENTIVA 10 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
69586423,"AMLODIPINE ZENTIVA 5 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
68500357,"AMLODIPINE ZYDUS 10 mg, gélule",AMLODIPINE (BÉSILATE D'),C08CA01
63566442,"AMLODIPINE ZYDUS 5 mg, gélule",AMLODIPINE (BÉSILATE D'),C08CA01
60352006,"AMLODIPINE/VALSARTAN ACCORD 10 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
63723107,"AMLODIPINE/VALSARTAN ACCORD 5 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
64731377,"AMLODIPINE/VALSARTAN ACCORD 5 mg/80 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
68806628,"AMLODIPINE/VALSARTAN ARROW 10 mg/160 mg, comprimé pelliculé",BÉSYLATE D'AMLODIPINE; VALSARTAN,C09DB01
60478097,"AMLODIPINE/VALSARTAN ARROW 5 mg/160 mg, comprimé pelliculé",BÉSYLATE D'AMLODIPINE; VALSARTAN,C09DB01
64535318,"AMLODIPINE/VALSARTAN ARROW 5 mg/80 mg, comprimé pelliculé",BÉSYLATE D'AMLODIPINE; VALSARTAN,C09DB01
69473009,"AMLODIPINE/VALSARTAN BIOGARAN 10 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
64727471,"AMLODIPINE/VALSARTAN BIOGARAN 5 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
61556563,"AMLODIPINE/VALSARTAN BIOGARAN 5 mg/80 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
64389621,"AMLODIPINE/VALSARTAN CRISTERS 10 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
68278216,"AMLODIPINE/VALSARTAN CRISTERS 5 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
61740296,"AMLODIPINE/VALSARTAN CRISTERS 5 mg/80 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
63303822,"AMLODIPINE/VALSARTAN EG 10 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
63133028,"AMLODIPINE/VALSARTAN EG 5 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
61074385,"AMLODIPINE/VALSARTAN EG 5 mg/80 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
64930906,"AMLODIPINE/VALSARTAN EVOLUGEN 10 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
64065904,"AMLODIPINE/VALSARTAN EVOLUGEN 5 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,
69786534,"AMLODIPINE/VALSARTAN EVOLUGEN 5 mg/80 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
63650876,"AMLODIPINE/VALSARTAN EVOLUGEN PHARMA 10 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,
65876728,"AMLODIPINE/VALSARTAN EVOLUGEN PHARMA 5 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
66061826,"AMLODIPINE/VALSARTAN EVOLUGEN PHARMA 5 mg/80 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,
61007874,"AMLODIPINE/VALSARTAN KRKA 10 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
60037380,"AMLODIPINE/VALSARTAN KRKA 5 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
62126664,"AMLODIPINE/VALSARTAN KRKA 5 mg/80 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
60656799,"AMLODIPINE/VALSARTAN MYLAN 10 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
66160525,"AMLODIPINE/VALSARTAN MYLAN 5 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
62641835,"AMLODIPINE/VALSARTAN MYLAN 5 mg/80 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
65265651,"AMLODIPINE/VALSARTAN SANDOZ 10 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
67818129,"AMLODIPINE/VALSARTAN SANDOZ 5 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
62302938,"AMLODIPINE/VALSARTAN SANDOZ 5 mg/80 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
68925283,"AMLODIPINE/VALSARTAN TEVA SANTE 10 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
69498681,"AMLODIPINE/VALSARTAN TEVA SANTE 5 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
69930924,"AMLODIPINE/VALSARTAN TEVA SANTE 5 mg/80 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
66171532,"AMLODIPINE/VALSARTAN ZENTIVA 10 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
66024831,"AMLODIPINE/VALSARTAN ZENTIVA 5 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
64957465,"AMLODIPINE/VALSARTAN ZENTIVA 5 mg/80 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
68307397,"AMLODIPINE/VALSARTAN ZYDUS 10 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
66593028,"AMLODIPINE/VALSARTAN ZYDUS 5 mg/160 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
63621013,"AMLODIPINE/VALSARTAN ZYDUS 5 mg/80 mg, comprimé pelliculé",BÉSILATE D'AMLODIPINE; VALSARTAN,C09DB01
61939921,"AMLOR 10 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
63458349,"AMLOR 5 mg, gélule",BÉSILATE D'AMLODIPINE,C08CA01
67737264,"AMMI VISNAGA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",AMMI VISNAGA POUR PRÉPARATIONS HOMÉOPATHIQUES,
61128922,"AMMONAPS 500 mg, comprimé",SODIUM (PHÉNYLBUTYRATE DE),A16AX03
60052254,"AMMONAPS 940 mg/g, granulés",SODIUM (PHÉNYLBUTYRATE DE),
63052416,"AMMONIUM CARBONICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",AMMONIUM CARBONICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
66441013,"AMMONIUM CARBONICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",AMMONIUM CARBONICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
66064765,"AMMONIUM MURIATICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",AMMONIUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
65384417,"AMMONIUM MURIATICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",AMMONIUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
69578234,"AMMONIUM PHOSPHORICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",AMMONIUM PHOSPHORICUM  POUR PRÉPARATIONS HOMÉOPATHIQUES,
61558532,"AMMONIUM PHOSPHORICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",AMMONIUM PHOSPHORICUM  POUR PRÉPARATIONS HOMÉOPATHIQUES,
61794842,"AMODEX 1 g, comprimé dispersible",AMOXICILLINE TRIHYDRATÉE,
69335086,"AMODEX 500 mg, gélule",AMOXICILLINE TRIHYDRATÉE,
68805138,"AMOROLFINE ARROW 5 %, vernis à ongles médicamenteux",CHLORHYDRATE D'AMOROLFINE,
69373521,"AMOROLFINE BGR 5 %, vernis à ongles médicamenteux",CHLORHYDRATE D'AMOROLFINE,
65413922,"AMOROLFINE BIOGARAN CONSEIL 5 %, vernis à ongles médicamenteux",CHLORHYDRATE D'AMOROLFINE,
63976352,"AMOROLFINE CRISTERS 5 %, vernis à ongles médicamenteux",CHLORHYDRATE D'AMOROLFINE,
60952951,"AMOROLFINE EG 5%, vernis à ongles médicamenteux",CHLORHYDRATE D'AMOROLFINE,
63496175,"AMOROLFINE EG LABO CONSEIL 5 %, vernis à ongles médicamenteux",CHLORHYDRATE D'AMOROLFINE,
63167404,"AMOROLFINE SANDOZ 5%, vernis à ongles médicamenteux",CHLORHYDRATE D'AMOROLFINE,
69023631,"AMOROLFINE SANDOZ CONSEIL 5 %, vernis à ongles médicamenteux",CHLORHYDRATE D'AMOROLFINE,
67034369,"AMOROLFINE SUBSTIPHARM 5 %, vernis à ongles médicamenteux",CHLORHYDRATE D'AMOROLFINE,
69244163,"AMOROLFINE TEVA 5 %, vernis à ongles médicamenteux",CHLORHYDRATE D'AMOROLFINE,
69520003,"AMOROLFINE URGO 5 %, vernis à ongles médicamenteux",CHLORHYDRATE D'AMOROLFINE,
62534712,"AMOROLFINE VIATRIS 5 %, vernis à ongles médicamenteux",CHLORHYDRATE D'AMOROLFINE,
66292968,"AMOROLFINE VIATRIS CONSEIL 5 %, vernis à ongles médicamenteux",CHLORHYDRATE D'AMOROLFINE,
69756142,"AMOROLFINE ZENTIVA 5 %, vernis à ongles médicamenteux",CHLORHYDRATE D'AMOROLFINE,
65816567,"AMOROLFINE ZYDUS 5 %, vernis à ongles médicamenteux",CHLORHYDRATE D'AMOROLFINE,
64550843,"AMOXICILLINE ACIDE CLAVULANIQUE ALMUS 100 mg/12,5 mg par mL ENFANTS, poudre pour suspension buvable (rapport amoxicilline/acide clavulanique : 8/1)",AMOXICILLINE TRIHYDRATÉE; CLAVULANATE DE POTASSIUM,
69266996,"AMOXICILLINE ACIDE CLAVULANIQUE ALMUS 100 mg/12,5 mg par mL NOURRISSONS, poudre pour suspension buvable (rapport amoxicilline/acide clavulanique : 8/1)",AMOXICILLINE TRIHYDRATÉE; CLAVULANATE DE POTASSIUM,
69776892,"AMOXICILLINE ACIDE CLAVULANIQUE ARROW 100 mg/12,5 mg par mL ENFANTS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)",AMOXICILLINE TRIHYDRATÉE; CLAVULANATE DE POTASSIUM,
69033903,"AMOXICILLINE ACIDE CLAVULANIQUE ARROW 100 mg/12,5 mg par mL NOURRISSONS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)",AMOXICILLINE TRIHYDRATÉE; CLAVULANATE DE POTASSIUM,
61634827,"AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ 100 mg/12,5 mg par mL ENFANTS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)",AMOXICILLINE TRIHYDRATÉE; CLAVULANATE DE POTASSIUM,J01CR02
67222296,"AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ 100 mg/12,5 mg par mL NOURRISSONS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)",AMOXICILLINE TRIHYDRATÉE; CLAVULANATE DE POTASSIUM,J01CR02
60151544,"AMOXICILLINE ALMUS 1 g, comprimé dispersible",AMOXICILLINE TRIHYDRATÉE,
64338986,"AMOXICILLINE ALMUS 500 mg, gélule",AMOXICILLINE TRIHYDRATÉE,
68695334,"AMOXICILLINE ALMUS PHARMA 500 mg, gélule",AMOXICILLINE TRIHYDRATÉE,
64882258,"AMOXICILLINE ARROW 1 g, comprimé pelliculé dispersible",AMOXICILLINE TRIHYDRATÉE,J01CA04
61771313,"AMOXICILLINE ARROW 125 mg/5 mL, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
66773446,"AMOXICILLINE ARROW 250 mg/5 mL, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
66082724,"AMOXICILLINE ARROW 500 mg, gélule",AMOXICILLINE TRIHYDRATÉE,
65857681,"AMOXICILLINE ARROW 500 mg/5 mL, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
69166540,"AMOXICILLINE ARROW LAB 1 g, comprimé dispersible sécable",AMOXICILLINE TRIHYDRATÉE,J01CA04
66916798,"AMOXICILLINE ARROW LAB 500 mg, gélule",AMOXICILLINE TRIHYDRATÉE,J01CA04
67459306,"AMOXICILLINE BENTA 500 mg, gélule",AMOXICILLINE TRIHYDRATÉE,
66511789,"AMOXICILLINE BGR 1 g, comprimé dispersible",AMOXICILLINE TRIHYDRATÉE,J01CA04
65982400,"AMOXICILLINE BGR 500 mg/5 mL, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,
60366319,"AMOXICILLINE BIOGARAN 125 mg/5 ml, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
60375058,"AMOXICILLINE BIOGARAN 250 mg/5 ml, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
69118175,"AMOXICILLINE BIOGARAN 500 mg, gélule",AMOXICILLINE TRIHYDRATÉE,J01CA04
60453197,"AMOXICILLINE BIOGARAN 500 mg/5 ml, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
69489433,"AMOXICILLINE CRISTERS 1 g, comprimé dispersible",AMOXICILLINE TRIHYDRATÉE,J01CA04
64011803,"AMOXICILLINE CRISTERS 500 mg, gélule",AMOXICILLINE TRIHYDRATÉE,J01CA04
62457618,"AMOXICILLINE EG 1 g, comprimé dispersible",AMOXICILLINE TRIHYDRATÉE,J01CA04
68289554,"AMOXICILLINE EG LABO 125 mg/5 ml, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
68116292,"AMOXICILLINE EG LABO 250 mg / 5 ml, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
64529639,"AMOXICILLINE EG LABO 500 mg, gélule",AMOXICILLINE TRIHYDRATÉE,J01CA04
62918531,"AMOXICILLINE EG LABO 500 mg/5 mL, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
68607010,"AMOXICILLINE EVOLUGEN 1 g, comprimé dispersible",AMOXICILLINE TRIHYDRATÉE,J01CA04
60101406,"AMOXICILLINE KRKA 1 g, comprimé dispersible sécable",AMOXICILLINE TRIHYDRATÉE,J01CA04
66918105,"AMOXICILLINE PANPHARMA 1 g, poudre pour solution injectable",AMOXICILLINE SODIQUE,J01CA04
69915160,"AMOXICILLINE PANPHARMA 1 g/5 ml, poudre et solution pour solution injectable (IM)",AMOXICILLINE SODIQUE,J01CA04
69416855,"AMOXICILLINE PANPHARMA 2 g, poudre pour solution injectable",AMOXICILLINE SODIQUE,J01CA04
64672103,"AMOXICILLINE SANDOZ 1 g, comprimé dispersible",AMOXICILLINE TRIHYDRATÉE,J01CA04
65183581,"AMOXICILLINE SANDOZ 125 mg/5 ml, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
64516894,"AMOXICILLINE SANDOZ 250 mg/5 ml, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
67410088,"AMOXICILLINE SANDOZ 500 mg, gélule",AMOXICILLINE TRIHYDRATÉE,J01CA04
69857586,"AMOXICILLINE SANDOZ 500 mg/5 ml, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
68088430,"AMOXICILLINE SUN 1 g, comprimé dispersible",AMOXICILLINE TRIHYDRATÉE,
66046272,"AMOXICILLINE SUN 500 mg, gélule",AMOXICILLINE TRIHYDRATÉE,
65253528,"AMOXICILLINE TEVA 1 g, comprimé dispersible",AMOXICILLINE TRIHYDRATÉE,J01CA04
64236198,"AMOXICILLINE TEVA 500 mg, gélule",AMOXICILLINE TRIHYDRATÉE,
66748343,"AMOXICILLINE TEVA SANTE 1 g, comprimé dispersible",AMOXICILLINE TRIHYDRATÉE,
65158724,"AMOXICILLINE TEVA SANTE 125 mg/5 ml, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
61850771,"AMOXICILLINE TEVA SANTE 250 mg/5 ml, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
65171903,"AMOXICILLINE TEVA SANTE 500 mg, gélule",AMOXICILLINE TRIHYDRATÉE,J01CA04
65902977,"AMOXICILLINE TEVA SANTE 500 mg/5 ml, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
67406937,"AMOXICILLINE VIATRIS 1 g, comprimé dispersible",AMOXICILLINE TRIHYDRATÉE,J01CA04
64489810,"AMOXICILLINE VIATRIS 125 mg/5 ml, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
64921693,"AMOXICILLINE VIATRIS 250 mg/5 ml, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
60424338,"AMOXICILLINE VIATRIS 500 mg, gélule",AMOXICILLINE TRIHYDRATÉE,J01CA04
67131754,"AMOXICILLINE VIATRIS 500 mg/5 ml, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
64470824,"AMOXICILLINE VIATRIS PHARMA 1 g, comprimé dispersible",AMOXICILLINE TRIHYDRATÉE,
64960301,"AMOXICILLINE VIATRIS SANTE 1 g, comprimé dispersible",AMOXICILLINE TRIHYDRATÉE,
68481782,"AMOXICILLINE VIATRIS SANTE 500 mg/5 mL, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,
66628041,"AMOXICILLINE ZENTIVA LAB 1 g, comprimé dispersible",AMOXICILLINE TRIHYDRATÉE,J01CA04
65843571,"AMOXICILLINE ZENTIVA LAB 125 mg/5 ml, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
61690110,"AMOXICILLINE ZENTIVA LAB 250 mg/5 ml, poudre pour suspension buvable",AMOXICILLINE TRIHYDRATÉE,J01CA04
